PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Owner Type,Primary Source,Activity Status,Deactivation Date,Season Begin Date,Season End Date,Is Wholesaler,Pop Cat 5,Pop Cat 11,Population Served Count,Is Outstanding Performer,Outstanding Performer Date,Is Source Water Protected,Source Water Protection Date,Service Connections Count,Seasonal Startup System,Org Name,Admin Name,Email Address,Phone Number,Phone Ext Number,Fax Number,Alt Phone Number,Address Line1,Address Line2,City Name,State Code,Zip Code,Country Code,First Reported Date,Last Reported Date,GW or SW,Is School Or Daycare,GW or SW Code
MA4265001,SEEKONK SWIMMING AND TENNIS CLUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,06-01,09-03,N,"501-3,300","501-1,000",900,,,,,1,Not Pressurized all Year,SEEKONK SWIMMING AND TENNIS CLUB,AMY   FONTAINE,RAMYSUE@VERIZON.NET,5083369128,,4014384643,,P.O. BOX 85,,SEEKONK,MA,02771,US,05-DEC-1989,15-SEP-2021,Groundwater,N,GW
MA2037022,85 SWANSON RD LLC,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,40,,,,,1,,BOXER PROPERTY MANAGMENT CO.,GWENDOLYN HARRIS-WEST,GWENDOLYN.HARRIS-T@BOXERPROPERTY.COM,9786967368,,,,"720 NORTH POST OAK ROAD, SUITE 500",,HOUSTON,TX,77024,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA4052044,WATERVIEW PARK LLC,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,101-500,102,,,,,64,,WATERVIEW PARK LLC,JOSEPH BALBONI,JOE@BALBONICOMPANIES.COM,5087466243,,5087463732,,130-2 CAMELOT DRIVE,,PLYMOUTH,MA,02360,US,29-AUG-1989,15-SEP-2021,Groundwater,N,GW
MA4172035,BEECHWOOD POINT CONDOS,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,101-500,104,,,,,53,,BEECHWOOD POINT CONDOMINIUMS,JUSTINE DIONNE,JMSCAPECOD@MSN.COM,5084207472,,,,C/O THE SOUTH CAPE ASSOCIATES,P.O. BOX 671,MASHPEE,MA,02649,US,09-JUN-1989,15-SEP-2021,Groundwater,N,GW
MA1043017,BRIMFIELD HOUSE OF PIZZA AND SEAFOOD,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,BRIMFIELD HOUSE OF PIZZA,KOSTA ZIKOS,EASTNATIONALWATER@COMCAST.NET,5087644073,,,,17 MAIN STREET,,BRIMFIELD,MA,01010,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1043018,HARRINGTON PHYSICIAN SERVICES,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,40,,,,,1,,HARRINGTON PHYSICIAN SERVICES,MARK DOWLING,MDOWLING@HARRINGTONHOSPITAL.ORG,4132453389,,4133454553,,255 EAST OLD STURBRIDGE RD,,BRIMFIELD,MA,01010,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1043019,QUINEBAUG COVE CAMPSITE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-01,10-31,N,<=500,101-500,175,,,,,3,Not Pressurized all Year,QUINEBAUG COVE CAMPSITE,EUGENE KOZASH,KOZASH@SMITH.EDU,4132459525,,,4135279578,P.O. BOX 175,,BRIMFIELD,MA,01010,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1043020,VILLAGE GREEN CAMPGROUND,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-01,10-15,N,<=500,<=100,25,,,,,107,Not Pressurized all Year,VILLAGE GREEN CAMPGROUND,LESTER TWAROWSKI,vilgrncamp@aol.com,4132453504,,4132450115,,228 STURBRIDGE RD,,BRIMFIELD,MA,01010,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4338002,ELIOT WOODS CONDOS,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,101-500,140,,,,,68,,ELIOT WOODS CONDOS,RICHARD D MUNCEY,chippaluya@gmail.com,7818780961,,,7817835429,C/O RICHARD MUNCEY,27 GREENWOOD ST,ABINGTON,MA,02351,US,09-JUN-1989,15-SEP-2021,Groundwater,N,GW
MA4072005,DCR DEMAREST LLOYD STATE PARK,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,05-01,09-30,N,<=500,101-500,175,,,,,1,Not Pressurized all Year,DCR-DEPT OF CONSERVATION AND RECREATION,JOSEPH YETMAN,JOSEPH.YETMAN@MASS.GOV,5088662580,,5088667736,6177197374,"251 CAUSWAY STREET, 9TH FLOOR",ATTN: JIM MONTGOMERY,BOSTON,MA,02114,US,03-DEC-1990,15-SEP-2021,Groundwater,N,GW
MA4102036,DCR FREETOWN STATE FOREST,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,101-500,115,,,,,1,,FREETOWN STATE FOREST,JOSEPH YETMAN,JOSEPH.YETMAN@STATE.MA.US,5088662580,,5088667736,6176261454,194 CRANBERRY RD,,SOUTH CARVER,MA,02366,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA1120015,WHITE BIRCH GARDEN APARTMENTS,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,25,,,,,2,,WHITE BIRCH GARDEN APARTMENTS INC.,ROBERT BERGMANN,ellisfamilytrust@gmail.com,4133350311,,,,C/O WHITE BIRCH REALTY,P.O. BOX 159,HAMPDEN,MA,01036,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA1132009,BISSELVILLE ESTATE,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,74,,,,,29,,BISSELVILLE ESTATE,GERALD BURNET,SULLY1942@VERIZON.NET,4133445369,,,,1109 WASHINGTON RD,,HINSDALE,MA,01235,US,15-DEC-1993,15-SEP-2021,Groundwater,N,GW
MA2054040,WOODLAND WALK APARTMENTS,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,<=100,76,,,,,5,,WAYFINDERS,AMANDA BUBON,abubon@wayfindersma.org,5082486639,,5082486214,,"120 MAPLE STREET, 3RD FLOOR",,SPRINGFIELD,MA,01103,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4020004,"HYANNIS WATER SYSTEM, TOWN OF BARNSTABLE",Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"10,001-100,000","10,001-50,000","35,000",,,,,7202,,"HYANNIS WATER SYSTEM, TOWN OF BARNSTABLE",HENRICUS C KEIJSER,HANS.KEIJSER@TOWN.BARNSTABLE.MA.US,5087750063,,5087901313,5089588014,47 OLD YARMOUTH RD,,HYANNIS,MA,02601,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3078005,MEADOWBROOK WATER TRUST,Region 1,Massachusetts,Community water system,State,Private,Ground water purchased,Active,,,,N,<=500,<=100,57,,,,,27,,MEADOWBROOK WATER TRUST,KEN  DINISCO,K.DINISCO@DINISCO.COM,5087852107,,,6179471394,2 BROOK ROAD,,DOVER,MA,02030,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3078006,COLONIAL WATER COMPANY,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,"501-3,300","1,001-3,300","1,890",,,,,637,,COLONIAL WATER COMPANY,DONALD VAUGHAN,DVAUGHAN@NEWENGLANDSERVICECOMPANY.COM,5087850052,,5087850606,8007478000,37 NORTHWEST DRIVE,,PLAINVILLE,CT,06062,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3078008,SPRINGDALE FARMS (COLONIAL),Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,101-500,130,,,,,41,,COLONIAL WATER COMPANY,DONALD VAUGHAN,DVAUGHAN@NEWENGLANDSERVICECOMPANY.COM,8607471665,,,8007478000,SPRINGDALE FARMS DIVISION,37 NORTHWEST DRIVE,PLAINVILLE,CT,06062,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA3079000,DRACUT WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Local government,Surface water purchased,Active,,,,N,"10,001-100,000","10,001-50,000","26,129",,,,,7615,,DRACUT WATER SUPPLY DISTRICT,MICHAEL SHEU,MICHAEL.SHEU@DRACUTWATER.COM,9789570441,,9789572073,,59 HOPKINS ST,,DRACUT,MA,01826,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA3301000,TYNGSBOROUGH WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Local government,Surface water purchased,Active,,,,N,"3,301-10,000","3,301-10,000","3,784",,,,,1133,,TYNGSBOROUGH WATER DISTRICT,DALE B THOMPSON,info@tyngsboroughwater.org,9786494577,,9786494453,9789705672,87 PROGRESS AVE UNIT 2,P O BOX 305,TYNGSBOROUGH,MA,01879,US,15-DEC-1993,15-SEP-2021,Surface water,N,SW
MA4146038,FRATERNAL ORDER OF EAGLES,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,60,,,,,1,,FRATERNAL ORDER OF EAGLES,RANDY A CLARKSON,RCLARKSON4855@GMAIL.COM,5087638878,,5089955430,5084006681,P.O. BOX 517,,EAST FREETOWN,MA,02717,US,20-JUN-1990,15-SEP-2021,Groundwater,N,GW
MA4197000,WANNACOMET WATER COMPANY,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"10,001-100,000","10,001-50,000","27,703",,,,,6507,,WANNACOMET WATER COMPANY,MARK J WILLETT,mwillett@nantucket-ma.gov,5082280022,,5083255344,5084982482,1 MILESTONE RD,,NANTUCKET,MA,02554,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA4197001,SIASCONSET WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"501-3,300","1,001-3,300","3,000",,,,,836,,SIASCONSET WATER DEPARTMENT,MARK J WILLETT,MWILLETT@NANTUCKET-MA.GOV,5082280022,,5083255344,5084982482,C/O WANNACOMET WATER COMPANY,1 MILESTONE ROAD,NANTUCKET,MA,02554,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA1253007,ROWE ELEMENTARY SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,88,,,,,1,,ROWE ELEMENTARY SCHOOL,ROBERT CLANCY,WKNITTLE@ROWESCHOOL.ORG,4133398381,,4133398621,,86 POND RD,,ROWE,MA,01367,US,28-JAN-1983,15-SEP-2021,Groundwater,Y,GW
MA1260007,NEW BOSTON INN,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,NEW BOSTON INN,BARBARA COLORIO,BARBARA4327@VERIZON.NET,4132584477,,,,ATTN:  BARBARA COLORIO,101 NORTH MAIN STREET,SANDISFIELD,MA,01255,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4247047,REHOBOTH PUBLIC SAFETY BUILDING,Region 1,Massachusetts,Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,<=100,30,,,,,1,,REHOBOTH PUBLIC SAFETY BUILDING,KARL DROWN,KDROWN@TOWN.REHOBOTH.MA.US,5082523722,,5082525342,5082523099,C/O KARL DROWN,148 PECK STREET,REHOBOTH,MA,02769,US,25-JAN-1985,15-SEP-2021,Groundwater,N,GW
MA2151002,HILLCREST WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Local government,Purchased ground water under influence of surface water source,Active,,,,N,"501-3,300","1,001-3,300","1,500",,,,,393,,HILLCREST WATER DISTRICT,JOSEPH H WOOD,JOE@LWSD.NET,5088927585,,5088921812,,P.O. BOX 317,,LEICESTER,MA,01524,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA3178000,MELROSE WATER DIVISION (MWRA),Region 1,Massachusetts,Community water system,State,Local government,Surface water purchased,Active,,,,N,"10,001-100,000","10,001-50,000","28,016",,,,,8573,,MELROSE WATER DIVISION (MWRA),ELENA PROAKIS ELLIS,eproakis@cityofmelrose.org,7819794172,,7816626873,7819794171,562 MAIN ST,,MELROSE,MA,02176,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA3180000,MERRIMAC WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"3,301-10,000","3,301-10,000","6,862",,,,,1935,,MERRIMAC WATER DEPARTMENT,JAMES R CLARK,JCLARK@TOWNOFMERRIMAC.COM,9783468407,,9783468407,,4 SCHOOL ST 2ND FL,,MERRIMAC,MA,01860,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3181000,METHUEN WATER DEPT,Region 1,Massachusetts,Community water system,State,Local government,Surface water,Active,,,,N,"10,001-100,000","50,001-100,000","50,706",,,,,14984,,METHUEN WATER DEPT,THOMAS J LANNAN,TJLANNAN@CI.METHUEN.MA.US,9789838845,,,,25 BURNHAM RD,,METHUEN,MA,01844,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA2187000,MILLIS WATER DEPT,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"3,301-10,000","3,301-10,000","8,729",,,,,2486,,TOWN OF MILLIS,JAMES MCKAY,JMCKAY@MILLISMA.NET,5083765424,,5083762442,,C/O MILLIS WATER DEPARTMENT,"900 MAIN STREET, ROOM 201",MILLIS,MA,02054,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3196000,NAHANT WATER DEPT. (MWRA),Region 1,Massachusetts,Community water system,State,Local government,Surface water purchased,Active,,,,N,"3,301-10,000","3,301-10,000","3,410",,,,,1962,,NAHANT WATER DEPT. (MWRA),TIM LOWE,TLOWE@NAHANT.ORG,7815810088,,7815930340,,334 NAHANT RD TOWN HALL,,NAHANT,MA,01908,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA3198000,NATICK WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Local government,Ground water,Active,,,,N,"10,001-100,000","10,001-50,000","36,050",,,,,11125,,NATICK WATER DEPARTMENT,ANTHONY A COMEAU,acomeau@natickma.org,5086476557,,5086476560,,75 WEST ST,,NATICK,MA,01760,US,26-FEB-1979,15-SEP-2021,Groundwater,N,GW
MA3199000,NEEDHAM WATER DEPT,Region 1,Massachusetts,Community water system,State,Local government,Surface water purchased,Active,,,,N,"10,001-100,000","10,001-50,000","32,795",,,,,10276,,NEEDHAM WATER DEPT,SEAN P HARRINGTON,SHARRINGTON@NEEDHAMMA.GOV,7814557550,,7814499023,,500 DEDHAM AVE,,NEEDHAM,MA,02492,US,26-FEB-1979,15-SEP-2021,Surface water,N,SW
MA1024006,MILL VALLEY GOLF LINKS INC,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,"MILL VALLEY GOLF LINKS, INC.",TIM KURTY,MILLVALLEYGOLFLINKS@HOTMAIL.COM,4133234079,,,,380 MILL VALLEY ROAD,,BELCHERTOWN,MA,01007,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA3301011,"AMERICAN LEGION  POST #247, INC.",Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,60,,,,,1,,"AMERICAN LEGION POST 247, INC.",ROBERT R DESROSIERS,FRONTIERLAB1@MSN.COM,9786497540,,9786647540,,90 PAWTUCKET BLVD,,TYNGSBOROUGH,MA,01879,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4086020,ARNOLDS RESTAURANT,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-15,10-12,N,<=500,101-500,200,,,,,1,Not Pressurized all Year,JEROPE INC C/O N.NICKERSON,NATE NICKERSON,CAPENATE@AOL.COM,5082552575,,,,P.O. BOX 1568,,NORTH EASTHAM,MA,02651,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4318031,ENDLESS COAST HOTEL,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-30,10-31,N,<=500,<=100,64,,,,,1,All Pressurized Including Offseason,ENDLESS COAST HOTEL C/O KEN SHAPIRO,KEN  SHAPIRO,kshapiro@faiu.com,7814496800,,7817266893,,460 HILLSIDE AVENUE,,NEEDHAM,MA,02494,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4318033,SOUTHFLEET MOTOR INN,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-04,10-28,N,<=500,<=100,30,,,,,1,,SOUTHFLEET MOTOR INN,BRADLEY T SVERID,bradsverid@gmail.com,5083493580,,5083490250,,P.O. BOX 217,,SOUTH WELLFLEET,MA,02663,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4318035,WELLFLEET MOTEL,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-01,10-31,N,<=500,<=100,80,,,,,2,Not Pressurized all Year,WELLFLEET MOTEL,TED R WILSON,TWILSON@WELLFLEETMOTEL.COM,5082373390,,5083491192,,P.O. BOX 606,,WELLFLEET,MA,02667,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1191004,SUNSETVIEW FARM CAMPING AREA,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-15,10-15,N,<=500,101-500,250,,,,,3,Not Pressurized all Year,SUNSETVIEW FARM CAMPING AREA,ROBIN CARPENTER,CAMP@SUNSETVIEW.COM,4132679269,,4132673163,4132673093,57 TOWN FARM RD,,MONSON,MA,01057,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1193008,HUME NEW ENGLAND 2,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,4,,HUME LAKE CHRISTIAN CAMPS,JOHN SZABLOWSKI,JSZABLOWSKI@HUMELAKE.ORG,4135283604,,4135288023,,RE HUME NEW ENGLAND 2,P.O. BOX 156,MONTEREY,MA,01245,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1193015,DCR BEARTOWN STATE FOREST,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,101-500,250,,,,,3,Not Pressurized all Year,DCR BEARTOWN STATE FOREST,SARA NORTHRUP,SARA.NORTHRUP@MASS.GOV,4134428928,,4134425860,4135221272,740 SOUTH STREET,PO BOX 1433,PITTSFIELD,MA,01202,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1193020,HUME NEW ENGLAND 1,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,5,,HUME LAKE CHRISTIAN CAMPS,JOHN SZABLOWSKI,JSZABLOWSKI@HUMELAKE.ORG,4135283604,,4135288023,,RE HUME NEW ENGLAND 1,P.O. BOX 156,MONTEREY,MA,01245,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1195001,YMCA CAMP HI ROCK,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,500,,,,,4,Not Pressurized all Year,YMCA CAMP HI ROCK,PAUL J DUFFY,MAINTENANCE@CAMPHIROCK.ORG,4135281227,,4135284234,2038438970,544 EAST ST,,MOUNT WASHINGTON,MA,01258,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1195004,DCR MT WASHINGTON STATE FOREST,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,DCR MT WASHINGTON STATE FOREST,SARA NORTHRUP,SARA.NORTHRUP@MASS.GOV,4134428928,,4134425860,4135221272,740 SOUTH STREET,PO BOX 1433,PITTSFIELD,MA,01202,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1306002,WALES IRISH PUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,60,,,,,1,,WALES IRISH PUB,RENA OKEEFE,OKLOOSH@AOL.COM,4132459730,,,,C/O OKEEFE,39 SIZER DRIVE,WALES,MA,01081,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA3301019,PICONICS,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,40,,,,,1,,PICONICS,MICHAEL DERDERIAN,FRONTIERLAB1@MSN.COM,9786497501,,,,26 CUMMINGS ROAD,,TYNGSBOROUGH,MA,01879,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4146017,POQUOY BROOK GOLF COURSE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,350,,,,,1,,POQUOY BROOK GOLF COURSE,BRIAN MULLENS,JRMULLENSJR@YAHOO.COM,5089475261,,5089476070,5089824947,20 LEONARD ST,,LAKEVILLE,MA,02347,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4146018,ST. MARTHA AND MARY CHURCH,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,102,,,,,3,,ST. MARTHA AND MARY CHURCH,RANDY A CLARKSON,RCLARKSON4855@GMAIL.COM,5089472107,,5089476543,5084006681,354 BEDFORD ST,,LAKEVILLE,MA,02347,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4146020,THE BACK NINE CLUB,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,50,,,,,1,,THE BACK NINE CLUB,CARROL L ALVES,CLYNNALVES@COMCAST.NET,5089477743,,5089471982,5089479991,C/O OLD STONE LOOKOUT LLC,17 HERITAGE HILL DRIVE,LAKEVILLE,MA,02347,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4146022,CHURCH OF NAZARENE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,40,,,,,1,,CHURCH OF NAZARENE,STEPHEN HUNT,LAKEVILLENAZ@GMAIL.COM,5089465287,,,,180 MAIN ST,,LAKEVILLE,MA,02347,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA4146028,J AND J SEAFOOD,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,04-10,08-31,N,<=500,<=100,50,,,,,1,Not Pressurized all Year,J AND J SEAFOOD,HOPE A PINARD,JJHOPE25@AOL.COM,5087635977,,,5087269086,197 COUNTY ST,,FALL RIVER,MA,02720,US,15-AUG-1984,15-SEP-2021,Groundwater,N,GW
MA4146029,MULLEIN HILL CHRISTIAN ACADEMY,Region 1,Massachusetts,Non-Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,100,,,,,1,,MULLEIN HILL CHRISTIAN ACADEMY,BARBARA PRIESTLY,PRINCIPAL@MHCA.NET,7742139093,,,,25 STAPLES SHORE RD,,LAKEVILLE,MA,02347,US,15-AUG-1984,15-SEP-2021,Groundwater,Y,GW
MA4020016,OLD VILLAGE STORE,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,101-500,250,,,,,1,,OLD VILLAGE STORE,DANIEL J DEVLIN,DJDEVLIN1@GMAIL.COM,5083623701,,,,PO BOX 159,,WEST BARNSTABLE,MA,02668,US,28-JAN-1983,15-SEP-2021,Groundwater,N,GW
MA4027001,BERKLEY MIDDLE SCHOOL/TOWN OFFICES,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,101-500,500,,,,,2,,BERKLEY MIDDLE SCHOOL/TOWN OFFICES,TIMOTHY  P MCCARTHY,TMCCARTHY@BERKLEY.PUBLICSCHOOLS.ORG.MA.US,5088225220,,5088231772,5089623485,21 NORTH MAIN ST,,BERKLEY,MA,02779,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA4027002,DCR DIGHTON ROCK STATE PARK,Region 1,Massachusetts,Transient non-community system,State,State government,Ground water,Active,,05-01,09-30,N,<=500,<=100,42,,,,,1,Not Pressurized all Year,DIGHTON ROCK STATE PARK,JOSEPH YETMAN,JOSEPH.YETMAN@MASS.GOV,5088662580,,5088667736,6177197374,P.O. BOX 66,,SOUTH CARVER,MA,02366,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA4036008,CAPE COD AIR FORCE STATION,Region 1,Massachusetts,Non-Transient non-community system,State,Federal government,Ground water,Active,,01-01,12-31,N,<=500,101-500,133,,,,,6,,CAPE COD AIR FORCE STATION,STEPHAN L MARINELLI,STEPHAN.MARINELLI.CTR@SPACEFORCE.MIL,5089683291,,5089683305,5089683252,P.O. BOX 428,,SAGAMORE,MA,02561,US,20-JAN-1981,15-SEP-2021,Groundwater,N,GW
MA1306003,OAK HAVEN FAMILY CAMPGROUND,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-01,10-31,N,<=500,<=100,25,,,,,5,Not Pressurized all Year,OAK HAVEN FAMILY CAMPGROUND,PENNY JALBERT,OAKHAVEN87@AOL.COM,4132457148,,,4134454473,P.O. BOX 166,,WALES,MA,01081,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1306004,WALES ELEMENTARY SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,State,Local government,Ground water,Active,,01-01,12-31,N,<=500,101-500,155,,,,,1,,WALES ELEMENTARY SCHOOL,LINDA CHRISTOFORI,CHRISTOFORIL@TANTASQUA.ORG,4132457748,,4132454422,,P.O. BOX 247,,WALES,MA,01081,US,29-FEB-1980,15-SEP-2021,Groundwater,Y,GW
MA1312010,WAGON WHEEL CAMPING AREA,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,05-01,10-13,N,<=500,101-500,120,,,,,90,Not Pressurized all Year,WAGON WHEEL CAMPING AREA,SCOTT M WILLIAMS,SMWMOPAR@YAHOO.COM,9785448120,,9785448024,9785449001,909 WENDELL RD,,WARWICK,MA,01378,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1313005,SUMMIT HILL CAMPGROUND,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,06-01,09-30,N,<=500,<=100,50,,,,,40,Not Pressurized all Year,SUMMIT HILL INC.,THOMAS DELANEY,SUMMITHILLCAMPGROUND@YAHOO.COM,4136235761,,,4136235395,DBA SUMMIT HILL CAMPGROUND,34 OLD MIDDLEFIELD ROAD,WASHINGTON,MA,01223,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA2151009,STAFFORDSHIRE COUNTRY ESTATES,Region 1,Massachusetts,Community water system,State,Private,Ground water,Active,,,,N,<=500,101-500,140,,,,,82,,STAFFORDSHIRE COUNTRY ESTATES,GREG JOUKI,gjouki1990@gmail.com,5088921000,,5088923524,5085302399,500 STAFFORD STREET,BUILDING 506 OFFICE,CHERRY VALLEY,MA,01611,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
MA1098005,WHITCOMB SUMMIT MOTEL,Region 1,Massachusetts,Transient non-community system,State,Private,Ground water,Active,,01-01,12-31,N,<=500,<=100,25,,,,,3,,WHITCOMB SUMMIT MOTEL,CARL GUARCO,WHITCOMBSUMMITRETREAT@GMAIL.COM,4136622625,,,,229 MOHAWK TRAIL,,FLORIDA,MA,01247,US,29-FEB-1980,15-SEP-2021,Groundwater,N,GW
